phase_id,phase_name,lesson_id,lesson_title,teaching_book,book_exists,book_pages,lesson_page,page_valid,practice_label,practice_paths,practice_all_exist,review_path,review_exists,repair_path,repair_exists,source_count,source_urls,source_urls_complete
excel_fundamentals,Excel Fundamentals,EF3,"Data Types, Number Formats and Clean Layout",assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,12,True,P-EF3_Formatting,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_TARGETED_REPAIR_CARDS_RC1.pdf,True,0,,True
excel_fundamentals,Excel Fundamentals,EF4,Sort and Filter Safely,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,15,True,P-EF4_SortFilter,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_TARGETED_REPAIR_CARDS_RC1.pdf,True,0,,True
excel_fundamentals,Excel Fundamentals,EF5,Formula Basics and Arithmetic,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,18,True,P-EF5_Formulas,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=F7aPazuS8QY&t=946s,True
excel_fundamentals,Excel Fundamentals,EF6,"Essential Functions: SUM, AVERAGE, MIN, MAX and COUNT",assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,21,True,P-EF6_Functions,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=F7aPazuS8QY&t=1289s,True
excel_fundamentals,Excel Fundamentals,EF7,Cell References: Relative and Absolute,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,24,True,P-EF7_References,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_TARGETED_REPAIR_CARDS_RC1.pdf,True,2,https://www.youtube.com/watch?v=VT479YDPB0I&t=755s | https://www.youtube.com/watch?v=4MVNjzsGokc,True
excel_fundamentals,Excel Fundamentals,EF8,Excel Tables,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,27,True,P-EF8_Tables,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=VT479YDPB0I&t=142s,True
excel_fundamentals,Excel Fundamentals,EF9,Basic Charts for Clear Comparison,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,30,True,P-EF9_Charts,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_fundamentals/C1_M01_EXCEL_FUNDAMENTALS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=F7aPazuS8QY&t=1359s,True
excel_analysts,Excel for Analysts,EFA1,"IF, IFS and Logical Tests",assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,6,True,P-EFA1_IF,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=15NtFld9mVM&t=0s,True
excel_analysts,Excel for Analysts,EFA2,"SUMIFS, COUNTIFS and AVERAGEIFS",assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,9,True,P-EFA2_ConditionalAgg,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=dVJFyqI_Nw4&t=111s,True
excel_analysts,Excel for Analysts,EFA3,Cleaning Text and Inconsistent Values,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,12,True,P-EFA3_Cleaning,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=q7EpoOwBcnM&t=77s,True
excel_analysts,Excel for Analysts,EFA4,Text Extraction and Date Analysis,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,15,True,P-EFA4_Text_Dates,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,2,https://chandoo.org/wp/important-text-functions/ | https://chandoo.org/wp/date-time-tips-ms-excel/,True
excel_analysts,Excel for Analysts,EFA5,"Lookups: XLOOKUP First, Compatibility Second",assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,18,True,P-EFA5_Lookups,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=YyhJe5tMq58&t=75s,True
excel_analysts,Excel for Analysts,EFA6,Error Handling without Hiding Problems,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,21,True,P-EFA6_Errors,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://chandoo.org/wp/excel-formula-errors/,True
excel_analysts,Excel for Analysts,EFA7,Data Quality Controls in Excel,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,24,True,P-EFA7_Quality,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=KSQiMdGi3-0&t=0s,True
excel_analysts,Excel for Analysts,EFA8,PivotTables for Business Questions,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,27,True,P-EFA8_Pivots,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=zuSNd1ZMfBI&t=51s,True
excel_analysts,Excel for Analysts,EFA9,"PivotCharts, Slicers and Report Design",assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,30,True,P-EFA9_Report,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=zuSNd1ZMfBI&t=1232s,True
excel_analysts,Excel for Analysts,EFA10,"Power Query: Import, Transform, Load and Refresh",assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,33,True,P-EFA10_PQ,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,1,https://www.youtube.com/watch?v=MMdcczmULrU&t=294s,True
excel_analysts,Excel for Analysts,EFA11,Relationships and the Excel Data Model (Strong Fresher),assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,44,36,True,P-EFA11_Model,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_CANONICAL_PRACTICE_WORKBOOK_RC1.xlsx,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/excel_analysts/C1_M02_EXCEL_FOR_ANALYSTS_TARGETED_REPAIR_CARDS_RC1.pdf,True,2,https://support.microsoft.com/en-us/excel/create-a-relationship-between-tables-in-excel | https://support.microsoft.com/en-us/excel/relationships-between-tables-in-a-data-model,True
sql_foundations,SQL Foundations,SF0,Set up MySQL Workbench and run your first query,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,6,True,SF0,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_LAB_SETUP_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PRACTICE_TASKS_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_EVIDENCE_LOG_RC1.xlsx,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_TARGETED_REPAIR_CARDS_RC1.pdf,True,3,https://www.youtube.com/watch?v=OT1RErkfLNQ | https://dev.mysql.com/downloads/workbench/ | https://dev.mysql.com/doc/workbench/en/,True
sql_foundations,SQL Foundations,SF1,"Relational basics, keys and NULL",assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,9,True,SF1,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_LAB_SETUP_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PRACTICE_TASKS_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_EVIDENCE_LOG_RC1.xlsx,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_TARGETED_REPAIR_CARDS_RC1.pdf,True,0,,True
sql_foundations,SQL Foundations,SF2,"SELECT, aliases and DISTINCT",assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,12,True,SF2,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_LAB_SETUP_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PRACTICE_TASKS_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_EVIDENCE_LOG_RC1.xlsx,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_TARGETED_REPAIR_CARDS_RC1.pdf,True,2,https://www.youtube.com/watch?v=OT1RErkfLNQ | https://www.youtube.com/watch?v=Rm0xH2Vpfi0,True
sql_foundations,SQL Foundations,SF3,WHERE and filter logic,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,15,True,SF3,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_LAB_SETUP_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PRACTICE_TASKS_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_EVIDENCE_LOG_RC1.xlsx,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_TARGETED_REPAIR_CARDS_RC1.pdf,True,2,https://www.youtube.com/watch?v=OT1RErkfLNQ | https://www.youtube.com/watch?v=Rm0xH2Vpfi0,True
sql_foundations,SQL Foundations,SF4,ORDER BY and LIMIT,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,18,True,SF4,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_LAB_SETUP_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PRACTICE_TASKS_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_EVIDENCE_LOG_RC1.xlsx,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_TARGETED_REPAIR_CARDS_RC1.pdf,True,2,https://www.youtube.com/watch?v=OT1RErkfLNQ | https://www.youtube.com/watch?v=Rm0xH2Vpfi0,True
sql_foundations,SQL Foundations,SF5,Aggregate functions,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,21,True,SF5,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_LAB_SETUP_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PRACTICE_TASKS_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_EVIDENCE_LOG_RC1.xlsx,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_TARGETED_REPAIR_CARDS_RC1.pdf,True,2,https://www.youtube.com/watch?v=OT1RErkfLNQ | https://www.youtube.com/watch?v=Rm0xH2Vpfi0,True
sql_foundations,SQL Foundations,SF6,GROUP BY and result grain,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,24,True,SF6,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_LAB_SETUP_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PRACTICE_TASKS_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_EVIDENCE_LOG_RC1.xlsx,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_TARGETED_REPAIR_CARDS_RC1.pdf,True,2,https://www.youtube.com/watch?v=OT1RErkfLNQ | https://www.youtube.com/watch?v=Rm0xH2Vpfi0,True
sql_foundations,SQL Foundations,SF7,HAVING vs WHERE,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_BEGINNER_FIRST_LEARNER_BOOK_RC1.pdf,True,34,27,True,SF7,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_LAB_SETUP_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PRACTICE_TASKS_RC1.sql | assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_EVIDENCE_LOG_RC1.xlsx,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_PROTECTED_PRACTICE_REVIEW_RC1.pdf,True,assets/sql_foundations/C1_M03_SQL_FOUNDATIONS_TARGETED_REPAIR_CARDS_RC1.pdf,True,2,https://www.youtube.com/watch?v=OT1RErkfLNQ | https://www.youtube.com/watch?v=Rm0xH2Vpfi0,True
